language,created_at,updated_at,checksum,language_support_type,game,id
7,1688675520,1688676906,a17ab06c-a53e-fe6b-2fe4-824ff1418689,3,255750,722061
3,1688675441,1688676874,770e8920-507f-c48c-21a0-03132655eba4,3,255749,722060
2,1688675441,1688676874,2e8e4ded-471a-d7cf-c3a2-ce1d37858ec0,3,255749,722059
16,1688675441,1688676874,3f09f7b6-4419-dfe2-8580-9c973f67e4ef,3,255749,722058
7,1688675441,1688676873,7bc78d74-41b0-66a5-465d-04080fb94e88,3,255749,722057
17,1688675441,1688676873,751ac9ec-7f64-c572-1cd2-1e656f0f9831,3,255749,722056
16,1688675369,1688676801,4381d505-4d4c-c47c-4615-5d84d40f96e3,3,255507,722055
16,1688675153,1688675395,22b79068-bdf5-f567-2334-0c3bc18039fb,3,195631,722054
7,1688586152,1688674439,cbc4e6d1-9ac0-97cd-9d36-79d7c8420e3d,1,239381,721678
9,1688586152,1688674439,0e6357bd-23f6-e37f-13b4-1b4edeb55033,3,239381,721677
21,1688586152,1688674439,9f898d2e-3314-2523-b470-e53c75b906ea,3,239381,721676
17,1688586152,1688674439,4ba57244-b271-7399-c4cd-7e3c76e37c80,3,239381,721675
16,1688586152,1688674439,3f1ed079-085e-fa89-4380-b29042516f43,3,239381,721674
15,1688586152,1688674439,17fc15cd-d156-2d64-66c4-e6a27241061f,3,239381,721673
27,1688586152,1688674439,14e6cbda-6e9e-e890-19c7-c53e2be8f28d,3,239381,721672
12,1688586152,1688674439,f3ff2b61-eca8-1f85-2437-03012bea41ac,3,239381,721671
7,1688586152,1688674439,585cea92-e3d9-fc47-410e-85e9d68f7150,3,239381,721670
13,1688586659,1688674436,4d95c8d2-7814-3719-b77d-47fa828aabeb,3,253424,721706
26,1688586659,1688674436,94e96e3f-5dd1-9573-26da-19b8e807ef13,3,253424,721705
28,1688586659,1688674436,9fdea288-683a-3c1e-a7c9-c7479926478a,3,253424,721704
24,1688586659,1688674436,1d1402c2-35bf-4c52-b81f-9e41f979d9d2,3,253424,721703
3,1688586659,1688674436,13714eb3-4135-bfc7-a7cb-e8c8ecd0d708,3,253424,721702
25,1688586659,1688674436,1d1e5a03-82fb-7838-7096-c9daaef2ce04,3,253424,721701
23,1688586659,1688674436,a227fd8d-b424-0adc-6da4-23790ece1b5c,3,253424,721700
2,1688586659,1688674436,4c8f470a-d662-b3fd-e3a2-de81950356dc,3,253424,721699
22,1688586659,1688674436,56988834-0212-f0a2-a382-dd4db9bbed1b,3,253424,721698
20,1688586658,1688674436,1eabd46b-fe45-c7f4-308b-b94da1338b82,3,253424,721697
21,1688586658,1688674436,e15ca97e-9d3b-3b2f-d3f8-1bdceb681e92,3,253424,721696
19,1688586658,1688674436,c85725c0-5ec1-7b85-22f8-0ab23eb6be93,3,253424,721695
18,1688586658,1688674436,94e1c274-d384-2957-ca1a-66f1e1b26349,3,253424,721694
17,1688586658,1688674436,57808b20-374d-3cbf-4678-c700425a5b8f,3,253424,721693
16,1688586658,1688674436,12fcd81c-a092-95ba-9fa8-5cb81fb6cb2f,3,253424,721692
14,1688586658,1688674436,9e776b57-a37b-9f90-3c98-3681e0ad9fe4,3,253424,721691
11,1688586658,1688674436,fafe3567-fcd9-4a1b-ede7-f68b680efe1b,3,253424,721690
6,1688586658,1688674436,474985b0-0cbb-62a7-d708-f9413f9a15c8,3,253424,721689
5,1688586658,1688674436,dd7a6012-0341-5b4f-080b-6b7eea63d1b1,3,253424,721688
4,1688586658,1688674436,6a43729e-9db5-7d95-ef73-9bb363b07972,3,253424,721687
1,1688586658,1688674436,cee1c946-7486-16fb-e9cb-d84bed13c1fa,3,253424,721686
9,1688586658,1688674436,a16d9d4e-e7ca-a48b-2e0c-dd017d72719e,3,253424,721685
27,1688586658,1688674436,7b2f327b-ba26-2fa1-9224-1b956049bcfa,3,253424,721684
15,1688586658,1688674436,330bcf3a-4888-a8f7-82ac-05b759e7f889,3,253424,721683
16,1688583759,1688674435,8efcc63d-674d-7e4c-f05c-11065f42a70a,1,148696,721669
7,1688583759,1688674435,86dcf772-c6ce-5003-3130-096b46b7760a,1,148696,721668
9,1688583759,1688674435,6e975e9a-45d9-595c-fd75-5e535046d6a5,3,148696,721667
17,1688583759,1688674435,2c286105-e492-d04a-8a36-f2358455040c,3,148696,721666
16,1688583759,1688674435,c08e6ffc-8017-af9d-0c3a-d6ce1e5b1702,3,148696,721665
15,1688583758,1688674435,78622a00-c8b6-867c-67dd-94aad4f1a838,3,148696,721664
27,1688583758,1688674435,b408536f-eb2f-4e41-3deb-5069dd131be6,3,148696,721663
12,1688583758,1688674435,8a3c894b-6b80-51b9-f484-8bf8bb2141e1,3,148696,721662
7,1688583758,1688674435,df66655a-453e-7fdf-7d61-d0a720452c9b,3,148696,721661
3,1688583758,1688674435,a26a7339-d855-33f0-62d2-972c65741cc2,3,148696,721660
2,1688583758,1688674435,2e514a48-bc9b-59e9-384b-060e83bb75f7,3,148696,721659
3,1688586782,1688674423,b9427d19-c986-50fe-a0f6-e2681c1bbeae,2,218213,721708
2,1688586782,1688674423,c482141d-04be-a196-d1de-f45aca0374f4,2,218213,721707
15,1688649566,1688674414,27e227f6-35d9-5afe-4da6-c958ce635c01,3,57853,721744
7,1688655268,1688674408,815d70b1-0473-2782-6d8c-11e8e29f52ba,3,255694,721763
24,1688655296,1688674344,cdc7ca28-10b4-36af-803f-ee3b7cf56fd1,2,255695,721786
24,1688655296,1688674344,028d6f84-e8e9-c2e5-610d-18db304dbb33,3,255695,721785
22,1688655296,1688674344,fd1fcd13-643d-ca8a-26df-a359b262ea95,2,255695,721784
22,1688655296,1688674344,ae9adf3b-2e4a-15be-724c-555e9e30f3a1,3,255695,721783
20,1688655296,1688674344,391eaa64-7350-f022-a78d-34b419ca7fa7,2,255695,721782
20,1688655296,1688674344,62307e92-71f0-4130-1299-b79e37f168af,3,255695,721781
19,1688655296,1688674344,11405930-558e-63c4-7239-7da094c8da21,2,255695,721780
19,1688655296,1688674344,dce1b9df-0343-60d4-c1d5-63e25598bf60,3,255695,721779
16,1688655296,1688674344,f1fad741-234e-4f5c-189b-fde1b269276a,2,255695,721778
16,1688655296,1688674344,1a6bc4d5-d94e-50c8-d92c-309f2c23808d,3,255695,721777
2,1688655296,1688674344,b4e34436-5e5c-b203-2a70-e91ef76b3ea4,2,255695,721776
2,1688655296,1688674344,ed334760-3198-c675-10d8-6687df60518b,3,255695,721775
9,1688655296,1688674344,6404762e-f67f-2967-b91c-ad54b49497a2,2,255695,721774
9,1688655296,1688674344,af725326-3139-89f9-5e20-b25823dadbdd,3,255695,721773
27,1688655296,1688674344,50844a21-cf2d-2969-c0c6-0fabc8c65510,2,255695,721772
27,1688655296,1688674344,839a2410-4b6c-7020-a0d2-409b47dcf117,3,255695,721771
15,1688655296,1688674344,d7582908-1634-e305-1040-5ac99064a27c,2,255695,721770
15,1688655296,1688674344,d9bc5899-5e52-23db-7d30-aef61c18496a,3,255695,721769
12,1688655296,1688674344,674757bd-70c9-00a1-bc77-4f8b7e81e9f8,2,255695,721768
12,1688655295,1688674344,b8ad8db6-5c45-c296-2e38-73b7270b8e5b,3,255695,721767
7,1688655295,1688674344,2e34c7cd-2d38-821f-0f1d-982b188e7364,2,255695,721766
7,1688655295,1688674344,34fc2e16-3258-f4bb-2596-5d60bf39f658,1,255695,721765
7,1688655295,1688674344,971e0132-4125-9f37-6d87-b52ec92fc1d3,3,255695,721764
7,1688655361,1688674329,4af2e33c-64d5-8b5a-1082-661bd766ca35,2,255696,721789
7,1688655361,1688674329,2f834472-b4c9-0ffc-49d2-f4cf90194754,3,255696,721788
7,1688655456,1688674308,8fd2e087-b7b2-831d-8458-8f6279286e99,2,255697,721792
7,1688655456,1688674308,4ed6786c-8d91-8a7a-498e-82a928920343,1,255697,721791
7,1688655456,1688674308,352a549c-5343-5dae-5959-e5f6dda1f093,3,255697,721790
26,1688655570,1688674299,22352dd5-988f-c98c-9d53-acaac92059ef,1,255698,721819
28,1688655570,1688674299,4a4926a8-aec2-6021-ebb4-6bb9e4c24dcc,1,255698,721818
24,1688655570,1688674299,0e444026-a4c8-4dbf-9060-deea9a44840f,1,255698,721817
3,1688655570,1688674299,0757980e-09b9-a3fa-8dc5-3f96f3ba8ff7,1,255698,721816
25,1688655570,1688674299,fe99bd95-abf5-cee5-3aee-b1d24e19059a,1,255698,721815
23,1688655570,1688674299,466d910c-6f39-914a-5ec0-5b9b9a728a29,1,255698,721814
2,1688655570,1688674299,9543e73b-cdfe-5661-8a08-de41af38ea3f,1,255698,721813
22,1688655570,1688674299,4c30ed9c-c15a-9a95-90f0-94ba0340a918,1,255698,721812
20,1688655570,1688674299,d64faa4e-c780-2a5a-8990-15492d3ed001,1,255698,721811
21,1688655570,1688674299,5e3dbc1b-56f2-3919-4f06-277ba8e44a9c,1,255698,721810
19,1688655570,1688674299,7df0f880-8e3e-7406-d634-4cfc5c57cbb1,1,255698,721809
18,1688655570,1688674299,9a8734ac-156e-a348-6d30-09ae2e2b2119,1,255698,721808
17,1688655570,1688674299,cc758fdd-9682-94d1-c85b-4de099f43968,1,255698,721807
16,1688655570,1688674299,ef3905fe-41c1-0338-9e60-54a9f9a2eed3,1,255698,721806
14,1688655570,1688674299,1d218bf3-e688-f69e-1164-62e28e49776b,1,255698,721805
11,1688655570,1688674299,4ed5699b-c2d0-dc47-60fd-3eb0d1f75530,1,255698,721804
6,1688655570,1688674299,6e6f8e07-f6ae-48d8-11a3-76a429c9db9e,1,255698,721803
5,1688655570,1688674299,a069c88e-7f37-d1c0-2f41-3f7c8be29c54,1,255698,721802
4,1688655570,1688674299,408cfc09-c935-8411-a2d2-042b94c7b19f,1,255698,721801
1,1688655570,1688674299,99da70ad-ff6e-51a4-0236-6803103f1940,1,255698,721800
9,1688655570,1688674299,3bce7aed-1c6f-84c2-9830-47a397e100c4,1,255698,721799
27,1688655570,1688674299,6ccb2cc4-1a8d-19da-8a81-ae79d669e218,1,255698,721798
15,1688655570,1688674299,f97781a6-a5f4-5665-2fbb-29f84c07ac44,1,255698,721797
12,1688655570,1688674299,8bbe4703-4bfb-0c5b-be4b-bf0cac2a990d,1,255698,721796
7,1688655570,1688674299,dd26094b-3ef8-2324-0a33-ed5edb6e2b04,1,255698,721795
7,1688655570,1688674299,ea6469ad-9067-2f0c-6982-5b4b58bac4f6,3,255698,721794
26,1688655592,1688674287,f5f212ee-ca05-5114-1625-404467e73b9d,1,255699,721845
28,1688655592,1688674287,d9c46c74-f583-2f17-57f9-4e252c4a905d,1,255699,721844
24,1688655592,1688674287,f21f9bb1-977c-03c6-1a86-b36b121773a8,1,255699,721843
3,1688655592,1688674287,723afe56-bc4b-ed73-8380-ec866fdedfc1,1,255699,721842
25,1688655592,1688674287,08ce5380-2245-c9a7-e360-bebe3ed4ebce,1,255699,721841
23,1688655592,1688674287,0ae1680f-d3b5-7240-3d5c-97eb868be52a,1,255699,721840
2,1688655592,1688674287,630e97de-21a0-fc6f-57d5-0058dfb99a06,1,255699,721839
22,1688655592,1688674287,84eee338-e25d-82fe-37c6-c7f2781685e9,1,255699,721838
20,1688655592,1688674287,99cd2a1c-2a0c-4da2-6d78-7ca508501842,1,255699,721837
21,1688655592,1688674287,2dff3bfb-c9da-e541-bae5-df505c5ecdd5,1,255699,721836
19,1688655592,1688674287,e5794e7d-fe79-d960-768f-fc5df5c73762,1,255699,721835
18,1688655592,1688674287,331d4504-8299-3c5c-d620-f4041bd47f82,1,255699,721834
17,1688655592,1688674287,e1998369-0005-1d5e-eb43-05b50dbe20db,1,255699,721833
16,1688655592,1688674287,6613b1bd-4d30-9fa8-37a1-c5fea38ac4b6,1,255699,721832
14,1688655592,1688674287,1bec637b-3dad-18f7-74e5-df200a3f37ad,1,255699,721831
11,1688655592,1688674287,d7929dc9-d2bc-6518-9553-de81f672f4cc,1,255699,721830
6,1688655592,1688674287,4bf1b4e4-bc2d-b0ef-e28d-9906cb0c9e9b,1,255699,721829
5,1688655592,1688674287,b53d997e-7e08-4c7c-f92d-cd316194c2c8,1,255699,721828
4,1688655592,1688674287,4bbd1637-e8a1-e6fc-e878-389b9e49b09a,1,255699,721827
1,1688655592,1688674287,04ad667e-ae7b-d346-9bfb-d34768c269cf,1,255699,721826
9,1688655592,1688674287,6850c5b9-a36e-9988-d142-27e69fc90d9c,1,255699,721825
27,1688655592,1688674287,3946787f-c10d-607a-2b23-4f8c7f39d64d,1,255699,721824
15,1688655592,1688674287,61c9bbea-ce19-3e69-4516-3cab02be8ed5,1,255699,721823
12,1688655592,1688674287,8e619d8e-e50e-9e4b-d288-f2f1a6695fe8,1,255699,721822
7,1688655592,1688674287,3d7af6c5-ba91-361a-583a-1577b421a12a,1,255699,721821
7,1688655591,1688674287,557d28a7-83af-a508-2d23-5d2e9f49b065,3,255699,721820
13,1688557840,1688674286,d1362de9-50fe-6091-739e-b0a8ee6d24da,3,254034,721630
26,1688557840,1688674286,c32ae2d2-b433-98e7-21f5-48d6512433fc,3,254034,721629
28,1688557840,1688674286,bc5faaab-2613-198d-45fa-f9bd7243cb55,3,254034,721628
24,1688557840,1688674286,c4182d30-9003-f733-5843-2bc970610bd8,3,254034,721627
3,1688557840,1688674286,333c59f6-da0c-66a5-f6ef-eccce67f9590,3,254034,721626
25,1688557840,1688674286,64464c04-98e8-6f40-cdbf-ce520ab8c9f2,3,254034,721625
23,1688557839,1688674286,e26f41d1-c1db-d926-467b-272c94846ff8,3,254034,721624
2,1688557839,1688674286,9bbbe886-236a-e722-5920-fa8ae3dc0082,3,254034,721623
22,1688557839,1688674286,5902d9df-5ee7-5757-6801-726fba8f5a1f,3,254034,721622
20,1688557839,1688674286,446e5f39-49a0-e5fb-7cc9-51b6ae031249,3,254034,721621
21,1688557839,1688674286,6c8e9a34-e45d-7e26-a6c5-db2bb6001f69,3,254034,721620
19,1688557839,1688674286,e33b4300-2bea-fe07-ad7a-ebd77e3b323a,3,254034,721619
18,1688557839,1688674286,e76b77bc-7d34-bd20-b631-68c67d7832d4,3,254034,721618
17,1688557839,1688674286,f8990ccc-4f3d-43ff-4d06-33d44507fe6b,3,254034,721617
16,1688557839,1688674286,e9338026-acb1-8178-ce3f-e6f30344acbe,3,254034,721616
14,1688557839,1688674286,c10b96d9-340f-f88c-e087-d04f0030b306,3,254034,721615
11,1688557839,1688674286,c7ac020b-5c09-70b7-87ff-66d8637e0270,3,254034,721614
6,1688557839,1688674286,cac9f6bd-c16f-66d8-e673-d36a65fb2d7b,3,254034,721613
5,1688557839,1688674286,a5dea803-72ab-fe98-665a-dce710450934,3,254034,721612
4,1688557839,1688674286,af9e222f-2f1b-61df-7a78-4be23884e736,3,254034,721611
1,1688557839,1688674286,a534b558-1c02-ecda-5e4d-e9fbf19d5ed6,3,254034,721610
9,1688557839,1688674286,410f47fa-48ae-6006-a8fb-14e196de8d04,3,254034,721609
27,1688557839,1688674286,e163a522-1ce0-bf81-5014-8ff2b40bf33a,3,254034,721608
15,1688557839,1688674286,0b219233-712f-a617-8bb4-b24355648f3d,3,254034,721607
7,1688655638,1688674274,fcf22fba-732d-0878-8e00-ce439b8cbde5,2,255081,721848
7,1688655638,1688674274,827f9414-2c16-acfb-53bd-cdf6e4de3f6a,1,255081,721847
7,1688655638,1688674274,ae5d4844-589d-6cc2-4404-e771097ebae0,3,255081,721846
7,1688655787,1688674267,9e0d7b9b-4bb9-4ed8-8b58-0e10c34e5a95,3,255700,721850
3,1688485915,1688674231,02bc42c2-90cf-7f95-f3c7-1a4e07900429,2,253948,721490
3,1688485915,1688674231,e9a7e75c-5d46-6696-0d22-365ba7c0f2be,1,253948,721489
3,1688485915,1688674231,47702d95-2f59-34ad-26b2-ec90f3c34cca,3,253948,721488
22,1688391474,1688674102,b34b6ca2-2655-7582-f570-a94eb8fd9f47,3,178378,721339
7,1688655787,1688674096,3a2ca65f-ad9b-730b-fe2e-e96df868c0b1,3,255701,721851
16,1688655801,1688674085,e79d98bc-358a-ab9a-a68f-23f85b1a2e88,2,255702,721855
16,1688655801,1688674085,710e99f7-d672-9cc5-9db4-047849eb51fb,3,255702,721854
7,1688655801,1688674085,18dffdf3-44d6-c7cd-dc29-a40d16d7268e,2,255702,721853
7,1688655801,1688674085,1ae57d3f-291e-d26e-1ae6-78d77dfb35ea,3,255702,721852
7,1688655833,1688674046,bd9e13fe-4004-f6e3-0f68-fc284553d0ca,2,255703,721857
7,1688655833,1688674046,6cf48a8a-c6d1-65ad-b27b-ef5d7d95d8d9,3,255703,721856
13,1688655845,1688674008,3d6fd100-ccd1-3d11-cfe9-7cdc266f80ab,2,255704,721935
13,1688655845,1688674008,83427c7f-c0fd-9696-67f9-0e050fcb020c,1,255704,721934
13,1688655845,1688674008,6c3ae296-57d0-26f8-d1b4-77db29f60832,3,255704,721933
16,1688655845,1688674008,0380726c-ac88-6e54-48a3-72f898889c97,2,255704,721932
16,1688655844,1688674008,7c9f0366-75a3-e268-3cd3-199b44ade677,1,255704,721931
16,1688655844,1688674008,8864de9e-4589-bb2c-b042-5dca2912a8c2,3,255704,721930
23,1688655844,1688674008,68c3cdcd-a5d9-d30e-2575-43eff6c88ce7,2,255704,721929
23,1688655844,1688674008,98a419c4-2ea9-e1e4-f155-d0740cf7ace3,1,255704,721928
23,1688655844,1688674008,5d78490d-eaa0-976f-c795-038f280f2c8e,3,255704,721927
4,1688655844,1688674008,0fc3bdb3-4dbc-629f-d444-c06e60b106c5,2,255704,721926
4,1688655844,1688674008,42070057-c2ad-dbad-e3ae-a2a51ecee1fe,1,255704,721925
4,1688655844,1688674008,b1e08433-5140-ae7e-108f-82698556bf81,3,255704,721924
11,1688655844,1688674008,694b0516-681e-2632-6047-511b607f4bff,2,255704,721923
11,1688655844,1688674008,1c11b36f-f5ef-1783-2a08-25ee926f4cd5,1,255704,721922
11,1688655844,1688674008,ec825c25-f8de-26d4-4f2f-0851eba7fd70,3,255704,721921
28,1688655844,1688674008,9e6d3c7d-ce8f-4cb5-56a3-784b5d281e19,2,255704,721920
28,1688655844,1688674008,fd42441b-e18f-385a-c0e5-602a535e973e,1,255704,721919
28,1688655844,1688674008,a24cc8ee-cd4b-3376-0286-c18a5a2dc4b9,3,255704,721918
24,1688655844,1688674008,a51cf8fd-e53a-3197-41fa-2d049f3b6492,2,255704,721917
24,1688655844,1688674008,e2289ff3-65ab-7462-3cd3-2c38003e9c20,1,255704,721916
24,1688655844,1688674008,67964889-b360-cd24-db65-f76ad5ec17af,3,255704,721915
25,1688655844,1688674008,11a85c02-143a-fbc6-f03e-e26c16fc8d1c,2,255704,721914
25,1688655844,1688674008,96e85ba0-a910-8e19-4796-c56b4d8d1437,1,255704,721913
25,1688655844,1688674008,75711e3b-aeaa-a4f2-26a5-977712b2b882,3,255704,721912
22,1688655844,1688674008,a95f2be0-b2ff-b118-ebe4-b6421161bad7,2,255704,721911
22,1688655844,1688674008,781ec359-8929-d218-9329-0ceeac5685cc,1,255704,721910
22,1688655844,1688674008,6cd41950-0c31-c398-f64f-78dddccc27e6,3,255704,721909
20,1688655844,1688674007,7987aa43-489d-ec75-ac9a-6846548f5ae0,2,255704,721908
20,1688655844,1688674007,552b9d5d-5b9f-cbe4-8586-11de15cc98d7,1,255704,721907
20,1688655844,1688674007,ae527551-11c4-ced5-7542-120e3b654998,3,255704,721906
19,1688655844,1688674007,4ed00b0d-6162-8567-18e4-7a149e933a48,2,255704,721905
19,1688655844,1688674007,640e1b1b-24b5-738b-4122-5ce551c66bde,1,255704,721904
19,1688655844,1688674007,db3496f4-b11a-d480-e592-84a2fbd240f6,3,255704,721903
18,1688655844,1688674007,238c0bbe-41ac-cdba-54f9-6f01dfef5756,2,255704,721902
18,1688655844,1688674007,7e616ad0-98cf-a4c8-ab7b-35e744ba7031,1,255704,721901
18,1688655844,1688674007,9bfe1469-ef1e-872c-40d4-f27358802649,3,255704,721900
6,1688655844,1688674007,6b9be03b-bfca-eb42-0b6a-85996b4ac538,2,255704,721899
6,1688655844,1688674007,5ebe6680-9a90-391a-f065-84fba3320a4e,1,255704,721898
6,1688655844,1688674007,0cdd9c33-a8f7-913e-3cd3-c2578e7584dc,3,255704,721897
17,1688655844,1688674007,f4fb9380-21aa-0730-b7ef-bae05f146539,2,255704,721896
17,1688655844,1688674007,65a27970-19d4-77d3-ec99-188e6209733c,1,255704,721895
17,1688655844,1688674007,d27dcdea-3d11-ff2d-3cf0-ecf047169444,3,255704,721894
2,1688655844,1688674007,26f5aa40-af34-e4b8-13af-a1dfb144eb07,2,255704,721893
2,1688655844,1688674007,39ac58e3-f727-f446-5f7d-ee5e3f600362,1,255704,721892
2,1688655844,1688674007,ab27927e-2ab7-54ed-bae0-f8f33affcc00,3,255704,721891
3,1688655844,1688674007,a007c907-a97e-7fd5-1858-8a23d0630f93,2,255704,721890
3,1688655844,1688674007,26551bd1-b733-d6a2-b6f1-bd14a7188e42,1,255704,721889
3,1688655844,1688674007,7e8f6d70-a34c-081d-3ed3-4df334cdb6c7,3,255704,721888
5,1688655844,1688674007,0addcb04-80f1-b488-b118-89128c5efd35,2,255704,721887
5,1688655844,1688674007,14dcf118-0611-6028-755e-edc5b68c846d,1,255704,721886
5,1688655844,1688674007,aa73833f-732f-ab73-7cd9-ad0a2eac3ff5,3,255704,721885
26,1688655844,1688674007,715c929c-1dfb-6661-9d99-1b380a000d50,2,255704,721884
26,1688655844,1688674007,b48a200a-827c-0873-3b83-6889a796f79e,1,255704,721883
26,1688655844,1688674007,1fb110d9-4d35-309a-1b32-98ee5c0ee6e5,3,255704,721882
14,1688655844,1688674007,06ae7db9-8f72-5591-3f1d-0bfb450b31a3,2,255704,721881
14,1688655844,1688674007,9de92b55-0272-9cc9-abfd-dc5394be527f,1,255704,721880
14,1688655844,1688674007,81e1be4e-223d-e423-610b-edbbc2f3517d,3,255704,721879
21,1688655844,1688674007,607eb349-508c-672f-bfd1-a51ae32c46ba,2,255704,721878
21,1688655844,1688674007,fc505fd7-5812-7979-051f-36bc58eed67f,1,255704,721877
21,1688655844,1688674007,c2ab56c6-fef6-6a4e-080b-64f9519d4b44,3,255704,721876
1,1688655844,1688674007,a670371d-ad76-e4df-10f1-f3243fd90b6b,2,255704,721875
1,1688655844,1688674007,9ddf2b7f-d20b-76ee-8432-5b1101a36a40,1,255704,721874
1,1688655844,1688674007,13abfab1-dbed-af93-bf0c-761cb60f0062,3,255704,721873
9,1688655844,1688674007,af8e7c5f-ad10-dfb1-4a46-608aa1d7a1dc,2,255704,721872
9,1688655844,1688674007,a18791da-dece-4e63-7dee-88000e51a5ef,1,255704,721871
9,1688655844,1688674007,f0a4a182-48af-0801-6b26-293b130837ad,3,255704,721870
27,1688655844,1688674007,7e4fd286-75d7-a8c5-966a-0bae604d2d31,2,255704,721869
27,1688655844,1688674007,f66d4976-e211-f12c-66ff-9fb1ac6e0fff,1,255704,721868
27,1688655844,1688674007,16f35a27-8e6c-dffb-2e6f-406b88f32b61,3,255704,721867
15,1688655844,1688674007,15b8febf-7505-7170-02a1-caf05de3d2d5,2,255704,721866
15,1688655844,1688674007,975f7e1c-9443-3e26-1abc-bb97b398cbda,1,255704,721865
15,1688655844,1688674007,c01d4da1-819a-6f29-7840-373cba154d6f,3,255704,721864
12,1688655844,1688674007,eac42d51-f0bb-1521-d77b-948767a547a6,2,255704,721863
12,1688655844,1688674007,fd3f0077-e1e6-1b08-0f71-51da93f88dc1,1,255704,721862
